Datetime,Temperature_35m,Salinity_35m,Temperature_100m,Salinity_100m,Temperature_180m,Salinity_180m,Temperature_300m,Salinity_300m,Temperature_400m,Salinity_400m,Temperature_450m,Salinity_450m
1991-05-27 00:00:00,9.170875,32.067083333333336,7.2145624999999995,34.06577083333334,,,,,5.211145833333333,35.65685416666667,,
1991-05-28 00:00:00,9.2906875,32.10995833333333,7.212208333333333,34.06885416666667,,,,,5.216354166666666,35.64516666666666,,
1991-05-29 00:00:00,9.307854166666667,32.04820833333333,7.2434166666666675,34.08508333333334,,,,,5.2125208333333335,35.630541666666666,,
1991-05-30 00:00:00,9.187104166666666,32.1110625,7.210541666666667,34.09204166666667,,,,,5.216708333333333,35.5365,,
1991-05-31 00:00:00,9.3616,32.039,7.227200000000001,34.270599999999995,,,,,5.2498000000000005,35.568200000000004,,
1991-06-01 04:30:00,,,,,6.191076923076924,34.164153846153845,,,5.216846153846153,34.32215384615385,,
1991-06-02 00:00:00,,,,,6.1579375,34.22625,,,5.195187499999999,34.361250000000005,,
1991-06-03 00:00:00,,,,,6.079416666666667,34.253125000000004,,,5.1541041666666665,34.34264583333333,,
1991-06-04 00:00:00,,,,,6.057375,34.2714375,,,5.168208333333333,34.36625,,
1991-06-05 00:00:00,,,,,6.058354166666668,34.27952083333333,,,5.1625625,34.37104166666666,,
1991-06-06 00:00:00,,,,,6.0583124999999995,34.293645833333336,,,5.1495625,34.38016666666667,,
1991-06-07 00:00:00,,,,,6.09825,34.301562499999996,,,5.1616875,34.366729166666666,,
1991-06-08 00:00:00,,,,,6.140000000000001,34.29952083333333,,,5.191041666666667,34.363416666666666,,
1991-06-09 00:00:00,,,,,6.153312500000001,34.299125000000004,,,5.210166666666666,34.363375,,
1991-06-10 00:00:00,,,,,6.1556041666666665,34.30685416666666,,,5.1756874999999996,34.3750625,,
1991-06-11 00:00:00,,,,,6.139166666666667,34.3094375,,,5.156083333333333,34.3715,,
1991-06-12 00:00:00,,,7.712,33.4945,6.0995,34.300145833333325,,,5.1340208333333335,34.381729166666666,,
1991-06-13 00:00:00,,,,,6.120604166666666,34.30104166666666,,,5.157541666666667,34.368874999999996,,
1991-06-14 00:00:00,,,,,6.106791666666666,34.29785416666667,,,5.132229166666666,34.37539583333333,,
1991-06-15 00:00:00,,,,,6.044687499999999,34.297270833333336,,,5.182666666666667,34.35860416666666,,
1991-06-16 00:00:00,,,,,6.146229166666667,34.29725,,,5.197187499999999,34.357124999999996,,
1991-06-17 00:00:00,,,,,6.158979166666666,34.29033333333333,,,5.1784791666666665,34.363875,,
1991-06-18 00:00:00,,,,,6.174624999999999,34.299708333333335,,,5.160770833333333,34.36458333333333,,
1991-06-19 00:00:00,,,,,6.125812499999999,34.31079166666667,,,5.128520833333333,34.37714583333334,,
1991-06-20 00:00:00,,,,,6.067020833333333,34.3200625,,,5.109395833333334,34.3855625,,
1991-06-21 00:00:00,,,,,6.0801041666666675,34.32402083333333,,,5.165020833333334,34.36120833333333,,
1991-06-22 00:00:00,,,,,6.1072500000000005,34.311416666666666,,,5.1993125000000004,34.35079166666667,,
1991-06-23 00:00:00,,,,,6.192770833333334,34.2994375,,,5.2080416666666665,34.35404166666667,,
1991-06-24 00:00:00,,,,,6.2134375,34.293625,,,5.208333333333333,34.3434375,,
1991-06-25 00:00:00,,,,,6.184333333333332,34.294916666666666,,,5.238770833333333,34.33991666666667,,
1991-06-26 00:00:00,,,,,6.187541666666667,34.29470833333333,,,5.2093333333333325,34.34339583333333,,
1991-06-27 00:00:00,,,,,6.1856875,34.29258333333333,,,5.239729166666667,34.345166666666664,,
1991-06-28 00:00:00,,,,,6.172458333333334,34.29689583333333,,,5.246249999999999,34.3365,,
1991-06-29 00:00:00,,,,,6.1371875,34.29533333333333,,,5.277604166666666,34.33408333333333,,
1991-06-30 00:00:00,,,,,6.09125,34.29952083333333,,,5.306104166666667,34.331625,,
1991-07-01 00:00:00,,,,,6.1833124999999995,34.29195833333333,,,5.3336250000000005,34.33414583333333,,
1991-07-02 00:00:00,,,,,6.234999999999999,34.29391666666667,,,5.308416666666667,34.33241666666667,,
1991-07-03 00:00:00,,,,,6.221395833333332,34.29879166666666,,,5.2841875,34.335625,,
1991-07-04 00:00:00,,,,,6.16125,34.298229166666665,,,5.286958333333333,34.33389583333334,,
1991-07-05 00:00:00,,,,,6.100270833333333,34.2995,,,5.2831874999999995,34.331604166666665,,
1991-07-06 00:00:00,,,,,6.086708333333334,34.30727083333333,,,5.251291666666667,34.33020833333334,,
1991-07-07 00:00:00,,,,,6.019291666666668,34.3049375,,,5.212104166666666,34.34160416666666,,
1991-07-08 00:00:00,,,,,5.961729166666667,34.294666666666664,,,5.211645833333333,34.34422916666667,,
1991-07-09 00:00:00,,,,,5.980791666666666,34.300604166666666,,,5.228479166666667,34.325895833333334,,
1991-07-10 00:00:00,,,,,6.038270833333333,34.29589583333333,,,5.229416666666666,34.33420833333333,,
1991-07-11 00:00:00,,,,,6.071416666666667,34.296479166666664,,,5.2893333333333326,34.32325,,
1991-07-12 00:00:00,,,,,6.140541666666667,34.29804166666667,,,5.370104166666667,34.31333333333333,,
1991-07-13 00:00:00,,,,,6.170999999999999,34.30347916666667,,,5.362354166666667,34.314083333333336,,
1991-07-14 00:00:00,,,,,6.158395833333334,34.305104166666666,,,5.320020833333333,34.3163125,,
1991-07-15 00:00:00,,,,,6.222333333333332,34.29358333333334,,,5.365833333333332,34.315625000000004,,
1991-07-16 00:00:00,,,,,6.2599375,34.29391666666667,,,5.421895833333333,34.301375,,
1991-07-17 00:00:00,,,,,6.307416666666666,34.290083333333335,,,5.448041666666666,34.301208333333335,,
1991-07-18 00:00:00,,,,,6.293333333333334,34.27216666666667,,,5.460333333333334,34.297895833333335,,
1991-07-19 00:00:00,,,,,6.2372708333333335,34.29472916666666,,,5.450916666666667,34.3034375,,
1991-07-20 00:00:00,,,,,6.281083333333334,34.292541666666665,,,5.505062500000001,34.299187499999995,,
1991-07-21 00:00:00,,,,,6.2636875000000005,34.27010416666666,,,5.547708333333333,34.290416666666665,,
1991-07-22 00:00:00,,,,,6.2294583333333335,34.19739583333333,,,5.564520833333333,34.28958333333333,,
1991-07-23 00:00:00,,,,,6.205791666666666,34.19114583333333,,,5.564979166666666,34.287145833333334,,
1991-07-24 00:00:00,,,,,6.277916666666667,34.250708333333336,,,5.515895833333334,34.294333333333334,,
1991-07-25 00:00:00,,,,,6.288125000000001,34.290479166666664,,,5.598125,34.28791666666667,,
1991-07-26 00:00:00,,,,,6.343708333333333,34.28445833333333,,,5.652895833333333,34.290124999999996,,
1991-07-27 00:00:00,,,,,6.4020625,34.275708333333334,,,5.604666666666667,34.29247916666667,,
1991-07-28 00:00:00,,,,,6.3431875,34.281979166666666,,,5.5631458333333335,34.29304166666667,,
1991-07-29 00:00:00,,,,,6.322020833333333,34.265375,,,5.540958333333333,34.298208333333335,,
1991-07-30 00:00:00,,,,,6.3073958333333335,34.28704166666666,,,5.564041666666667,34.295187500000004,,
1991-07-31 00:00:00,,,,,6.3313958333333344,34.28489583333333,,,5.5292916666666665,34.303020833333335,,
1991-08-01 00:00:00,,,,,6.459979166666667,34.270375,,,5.588374999999999,34.295812500000004,,
1991-08-02 00:00:00,,,,,6.480083333333333,34.273208333333336,,,5.6323125,34.2866875,,
1991-08-03 00:00:00,,,,,6.475937500000001,34.279291666666666,,,5.6164375,34.29260416666667,,
1991-08-04 00:00:00,,,,,6.4298125,34.27875,,,5.630979166666667,34.299187499999995,,
1991-08-05 00:00:00,,,,,6.274125000000001,34.27464583333333,,,5.6099375,34.28610416666667,,
1991-08-06 00:00:00,,,,,6.4401875,34.2733125,,,5.671041666666667,34.29504166666667,,
1991-08-07 00:00:00,,,,,6.467937500000001,34.27247916666667,,,5.695416666666667,34.30075,,
1991-08-08 00:00:00,,,7.66525,32.847125000000005,6.591770833333334,34.26152083333333,,,5.819416666666666,34.29039583333333,,
1991-08-09 00:00:00,,,,,6.4980416666666665,34.26808333333333,,,5.8479375,34.28575,,
1991-08-10 00:00:00,,,,,6.410041666666667,34.282666666666664,,,5.885874999999999,34.28372916666667,,
1991-08-11 00:00:00,,,7.455000000000001,33.193000000000005,6.5093749999999995,34.268625,,,5.972979166666666,34.260083333333334,,
1991-08-12 00:00:00,,,,,6.504166666666666,34.22120833333333,,,5.990770833333333,34.2743125,,
1991-08-13 00:00:00,,,,,6.427479166666667,34.297104166666664,,,5.9968125,34.28035416666667,,
1991-08-14 00:00:00,,,,,6.443437499999999,34.28597916666667,,,6.015562500000001,34.2814375,,
1991-08-15 00:00:00,,,,,6.494291666666666,34.27772916666667,,,6.047312499999999,34.27866666666667,,
1991-08-16 00:00:00,,,,,6.582416666666667,34.237125,,,6.160958333333333,34.27133333333333,,
1991-08-17 00:00:00,,,,,6.6124374999999995,34.178416666666664,,,6.086125,34.276604166666665,,
1991-08-18 00:00:00,,,,,6.664770833333333,34.25289583333333,,,6.061479166666667,34.2753125,,
1991-08-19 00:00:00,,,,,6.671895833333333,34.22983333333333,,,5.916791666666666,34.28077083333333,,
1991-08-20 00:00:00,,,,,6.6826875,34.242895833333336,,,5.9710416666666655,34.28225,,
1991-08-21 00:00:00,,,,,6.7240625,34.256875,,,5.989270833333333,34.27889583333334,,
1991-08-22 00:00:00,,,,,6.649249999999999,34.25666666666667,,,6.043499999999999,34.2795,,
1991-08-23 00:00:00,,,,,6.681791666666666,34.26954166666667,,,6.117083333333333,34.27166666666667,,
1991-08-24 00:00:00,,,,,6.702875,34.25335416666667,,,6.059020833333332,34.27085416666667,,
1991-08-25 00:00:00,,,,,6.742895833333333,34.24304166666667,,,6.050583333333333,34.272312500000005,,
1991-08-26 00:00:00,,,,,6.732958333333333,34.241958333333336,,,5.8942499999999995,34.284395833333335,,
1991-08-27 00:00:00,,,,,6.7298333333333344,34.25114583333333,,,5.822229166666666,34.28366666666667,,
1991-08-28 00:00:00,,,,,6.75275,34.27477083333333,,,5.845187500000001,34.28662500000001,,
1991-08-29 00:00:00,,,,,6.775791666666667,34.239895833333335,,,5.9135,34.2719375,,
1991-08-30 00:00:00,,,,,6.823,34.25695833333333,,,6.017854166666666,34.27020833333333,,
1991-08-31 00:00:00,,,,,6.8562916666666665,34.253395833333336,,,6.08425,34.271479166666666,,
1991-09-01 00:00:00,,,,,6.832895833333333,34.241166666666665,,,6.164479166666666,34.266875,,
1991-09-02 00:00:00,,,,,6.680291666666666,34.236375,,,6.2426875,34.258291666666665,,
1991-09-03 00:00:00,,,,,6.6671458333333335,34.24352083333333,,,6.390625,34.238458333333334,,
1991-09-04 00:00:00,,,,,6.7796666666666665,34.25560416666667,,,5.762041666666666,34.29589583333333,,
1991-09-05 00:00:00,,,,,6.829645833333333,34.245354166666665,,,5.584958333333334,34.30945833333334,,
1991-09-06 00:00:00,,,,,6.827312500000001,34.24870833333333,,,5.6323333333333325,34.30189583333333,,
1991-09-07 00:00:00,,,,,6.793354166666667,34.265833333333326,,,5.686125,34.287875,,
1991-09-08 00:00:00,,,,,6.715229166666667,34.274625,,,5.712375000000001,34.29475,,
1991-09-09 00:00:00,,,,,6.669520833333334,34.274875,,,5.6996666666666655,34.29241666666667,,
1991-09-10 00:00:00,,,,,6.577208333333334,34.278125,,,5.748333333333332,34.2826875,,
1991-09-11 00:00:00,,,,,6.401791666666667,34.2559375,,,5.693166666666666,34.28485416666666,,
1991-09-12 00:00:00,,,,,6.3573958333333325,34.276666666666664,,,5.710812499999999,34.2881875,,
1991-09-13 00:00:00,,,,,6.516395833333334,34.284479166666664,,,5.688458333333333,34.283520833333334,,
1991-09-14 00:00:00,,,,,6.491479166666667,34.27664583333334,,,5.703375,34.279562500000004,,
1991-09-15 00:00:00,,,,,6.462416666666667,34.2688125,,,5.6851666666666665,34.27572916666667,,
1991-09-16 00:00:00,,,,,6.55225,34.28335416666667,,,5.629625,34.2784375,,
1991-09-17 00:00:00,,,,,6.530520833333333,34.27520833333333,,,5.6215625,34.27141666666666,,
1991-09-18 00:00:00,,,,,6.397541666666666,34.265166666666666,,,5.702458333333333,34.26339583333333,,
1991-09-19 00:00:00,,,,,6.2863541666666665,34.233312500000004,,,5.858416666666667,34.25602083333333,,
1991-09-20 00:00:00,,,,,6.4857499999999995,34.145208333333336,,,5.659437499999999,34.26029166666667,,
1991-09-21 00:00:00,,,,,6.288645833333334,34.25595833333333,,,5.665541666666667,34.264312499999996,,
1991-09-22 00:00:00,,,,,6.284458333333333,34.26110416666666,,,5.7058125,34.25879166666667,,
1991-09-23 00:00:00,,,,,6.3527916666666675,34.2723125,,,5.5285,34.2641875,,
1991-09-24 00:00:00,,,,,6.431645833333334,34.28495833333333,,,5.572479166666667,34.258250000000004,,
1991-09-25 00:00:00,,,,,6.442,34.28845833333333,,,5.672624999999999,34.25808333333333,,
1991-09-26 00:00:00,,,,,6.5361875000000005,34.28843749999999,,,5.874958333333333,34.238125000000004,,
1991-09-27 00:00:00,,,7.721000000000001,32.041000000000004,6.6948333333333325,34.289125000000006,,,5.799791666666667,34.24447916666667,,
1991-09-28 00:00:00,,,,,6.777479166666667,34.300375,,,5.774041666666666,34.24433333333334,,
1991-09-29 00:00:00,,,,,6.859645833333334,34.30020833333333,,,5.824604166666666,34.2385625,,
1991-09-30 00:00:00,,,,,6.761354166666666,34.287875,,,5.915416666666666,34.23866666666667,,
1991-10-01 00:00:00,,,,,6.806958333333333,34.29658333333333,,,5.902458333333333,34.19025,,
1991-10-02 00:00:00,,,,,6.776854166666666,34.30204166666667,,,5.736541666666665,34.236604166666666,,
1991-10-03 00:00:00,,,,,6.863958333333334,34.2949375,,,5.774062499999999,34.22502083333333,,
1991-10-04 00:00:00,,,,,6.839874999999999,34.29239583333333,,,5.814333333333334,34.214666666666666,,
1991-10-05 00:00:00,,,,,6.806479166666667,34.30406249999999,,,5.796979166666667,34.21402083333333,,
1991-10-06 00:00:00,,,,,6.835416666666667,34.30664583333333,,,5.759,34.214999999999996,,
1991-10-07 00:00:00,,,,,6.846979166666667,34.299958333333336,,,5.821333333333334,34.202666666666666,,
1991-10-08 00:00:00,,,,,6.870979166666667,34.295770833333336,,,5.803,34.18497916666667,,
1991-10-09 00:00:00,,,,,6.894145833333333,34.303229166666675,,,5.679062500000001,34.143166666666666,,
1991-10-10 00:00:00,,,,,6.854193548387095,34.29996774193549,,,5.707612903225806,34.15796774193548,,
1991-10-11 03:00:00,,,7.08254761904762,33.70807142857143,7.007142857142859,34.23714285714285,,,5.697047619047619,34.278261904761905,,
1991-10-12 00:00:00,,,7.124791666666667,33.72902083333333,7.027645833333334,34.26079166666667,,,5.591083333333334,34.29714583333333,,
1991-10-13 00:00:00,,,7.057104166666666,33.726791666666664,6.968625,34.23,,,5.600458333333333,34.290625000000006,,
1991-10-14 00:00:00,,,7.0641875,33.75697916666667,7.0683125,34.22352083333333,,,5.709916666666667,34.28602083333333,,
1991-10-15 00:00:00,,,7.079916666666667,33.73264583333333,7.085166666666666,34.2105625,,,5.716104166666668,34.29554166666667,,
1991-10-16 00:00:00,,,6.9934375,33.67354166666667,7.019104166666668,34.23112499999999,,,5.751166666666666,34.285645833333334,,
1991-10-17 00:00:00,,,6.875875,33.59022916666667,7.1142916666666665,34.2256875,,,5.6505624999999995,34.29964583333334,,
1991-10-18 00:00:00,,,6.878104166666666,33.50325,7.157291666666666,34.22322916666666,,,5.85775,34.288875,,
1991-10-19 00:00:00,,,6.787145833333334,33.42877083333334,7.008458333333333,34.226979166666666,,,5.861812499999999,34.2858125,,
1991-10-20 00:00:00,,,6.767625,33.4095625,7.022416666666667,34.24245833333333,,,5.990729166666668,34.28339583333334,,
1991-10-21 00:00:00,,,6.7501875,33.43939583333333,7.0144166666666665,34.262145833333335,,,5.882604166666667,34.284875,,
1991-10-22 00:00:00,,,6.788875,33.5305625,7.061270833333334,34.241125000000004,,,5.678166666666667,34.311791666666664,,
1991-10-23 00:00:00,,,6.8125,33.521229166666664,7.143583333333335,34.2133125,,,5.747458333333334,34.30670833333334,,
1991-10-24 00:00:00,,,6.930041666666667,33.4861875,7.088895833333333,34.17845833333333,,,5.659416666666666,34.30885416666667,,
1991-10-25 00:00:00,,,7.046125000000001,33.42829166666667,7.091208333333332,34.23202083333334,,,5.658020833333333,34.313375,,
1991-10-26 00:00:00,,,7.071958333333334,33.26422916666667,7.158729166666667,34.21212499999999,,,5.742708333333333,34.3003125,,
1991-10-27 00:00:00,,,7.177312499999999,33.30072916666666,7.1595625,34.206250000000004,,,5.807666666666667,34.295291666666664,,
1991-10-28 00:00:00,,,7.174895833333334,33.26783333333333,7.152999999999999,34.20797916666667,,,5.796499999999999,34.29745833333334,,
1991-10-29 00:00:00,,,7.187312500000001,33.221875000000004,7.2539375,34.187125,,,5.9046666666666665,34.290875,,
1991-10-30 00:00:00,,,7.12625,33.20664583333333,7.231583333333333,34.189770833333334,,,5.870895833333333,34.28972916666667,,
1991-10-31 00:00:00,,,7.129083333333334,33.236125,7.209166666666667,34.20320833333333,,,5.862041666666667,34.291666666666664,,
1991-11-01 00:00:00,,,7.120958333333334,33.292541666666665,7.2856041666666655,34.14625,,,5.832041666666666,34.296708333333335,,
1991-11-02 00:00:00,,,7.218916666666668,33.27227083333333,7.285166666666666,34.1680625,,,5.705729166666667,34.302416666666666,,
1991-11-03 00:00:00,,,7.292645833333332,33.2431875,7.227083333333333,34.17283333333334,,,5.6144791666666665,34.31189583333333,,
1991-11-04 00:00:00,,,7.282208333333334,33.23285416666667,7.210562499999999,34.18027083333333,,,5.570041666666666,34.311458333333334,,
1991-11-05 00:00:00,,,7.224645833333334,33.244375,7.243145833333333,34.16858333333334,,,5.593499999999999,34.30685416666666,,
1991-11-06 00:00:00,,,7.224145833333334,33.25845833333333,7.2341875,34.144125,,,5.5939999999999985,34.3023125,,
1991-11-07 00:00:00,,,7.233687500000001,33.370958333333334,7.215270833333334,34.1679375,,,5.581895833333333,34.299416666666666,,
1991-11-08 00:00:00,,,7.238041666666668,33.43797916666667,7.217208333333332,34.16406249999999,,,5.674895833333333,34.27504166666666,,
1991-11-09 00:00:00,,,7.214666666666667,33.44860416666666,7.265250000000001,34.17695833333334,,,5.738791666666667,34.27810416666667,,
1991-11-10 00:00:00,,,7.326125,33.368770833333336,7.2588125,34.1363125,,,5.7556875000000005,34.26804166666667,,
1991-11-11 00:00:00,,,7.471395833333333,33.394395833333334,7.224166666666666,34.138666666666666,,,5.725375,34.2764375,,
1991-11-12 00:00:00,,,7.174270833333334,33.33110416666667,7.239395833333333,34.14989583333333,,,5.7300625,34.28089583333334,,
1991-11-13 00:00:00,,,7.3094583333333345,33.4885,7.3111250000000005,34.160000000000004,,,5.566354166666667,34.292854166666665,,
1991-11-14 00:00:00,,,7.437104166666667,33.55297916666667,7.299833333333333,34.157625,,,5.540604166666667,34.276312499999996,,
1991-11-15 00:00:00,,,7.332874999999999,33.507375,7.257749999999999,34.19227083333333,,,5.614541666666667,34.24789583333333,,
1991-11-16 00:00:00,,,7.380729166666668,33.345645833333336,7.264770833333334,34.178416666666664,,,5.782979166666666,34.24433333333334,,
1991-11-17 00:00:00,,,7.396354166666668,33.44120833333333,7.397083333333334,34.16283333333333,,,5.727541666666667,34.25814583333334,,
1991-11-18 00:00:00,,,7.388770833333332,33.468270833333335,7.505041666666666,34.16041666666666,,,5.7801875,34.24616666666666,,
1991-11-19 00:00:00,,,7.4865416666666675,33.53095833333333,7.560666666666666,34.18329166666667,,,5.8875833333333345,34.251041666666666,,
1991-11-20 00:00:00,,,7.566833333333332,33.630229166666666,7.526020833333334,34.118500000000004,,,5.845187499999999,34.25620833333333,,
1991-11-21 00:00:00,,,7.530375,33.715583333333335,7.557145833333333,34.10635416666667,,,5.846125,34.258312499999995,,
1991-11-22 00:00:00,,,7.440854166666667,33.764208333333336,7.5360625,34.060125,,,5.620166666666667,34.281708333333334,,
1991-11-23 00:00:00,,,7.513729166666667,33.8026875,7.438187500000001,34.046479166666664,,,5.739937500000001,34.26779166666666,,
1991-11-24 00:00:00,,,7.7082291666666665,33.779020833333334,7.486354166666666,34.13604166666667,,,5.869937499999999,34.2603125,,
1991-11-25 00:00:00,,,7.786208333333334,33.74122916666666,7.576520833333333,34.16941666666667,,,5.666520833333333,34.2764375,,
1991-11-26 00:00:00,,,7.7644166666666665,33.7065625,7.583270833333334,34.163999999999994,,,5.636937499999999,34.26583333333334,,
1991-11-27 00:00:00,,,7.842291666666668,33.730124999999994,7.581479166666667,34.14452083333334,,,5.7395,34.265208333333334,,
1991-11-28 00:00:00,,,7.835125000000001,33.77377083333333,7.585208333333333,34.122395833333336,,,5.723916666666667,34.26272916666667,,
1991-11-29 00:00:00,,,7.461312500000001,33.706583333333334,7.451041666666666,34.149541666666664,,,5.655708333333334,34.274229166666665,,
1991-11-30 00:00:00,,,7.433812499999999,33.627270833333334,7.374395833333334,34.18902083333334,,,5.617395833333333,34.2735,,
1991-12-01 00:00:00,,,7.4920625,33.52647916666667,7.249270833333334,34.22985416666666,,,5.5733958333333335,34.285625,,
1991-12-02 00:00:00,,,7.5071458333333325,33.50325,7.284708333333334,34.24941666666667,,,5.507020833333333,34.294125,,
1991-12-03 00:00:00,,,7.283854166666667,33.45002083333333,7.226270833333333,34.22625,,,5.4779583333333335,34.298208333333335,,
1991-12-04 00:00:00,,,7.2204375,33.41943750000001,7.223395833333334,34.21160416666667,,,5.446729166666667,34.29335416666667,,
1991-12-05 00:00:00,,,7.410645833333333,33.35583333333334,7.330437500000001,34.21391666666667,,,5.487854166666668,34.29325,,
1991-12-06 00:00:00,,,7.284770833333333,33.26139583333333,7.459479166666667,34.20322916666667,,,5.584833333333333,34.3014375,,
1991-12-07 00:00:00,,,7.409604166666668,33.252125,7.376729166666666,34.200312499999995,,,5.645812500000001,34.29629166666667,,
1991-12-08 00:00:00,,,7.675354166666668,33.285645833333334,7.408916666666667,34.207479166666666,,,5.6790208333333325,34.293,,
1991-12-09 00:00:00,,,7.705708333333334,33.371437500000006,7.2923125,34.175666666666665,,,5.7173750000000005,34.28458333333333,,
1991-12-10 00:00:00,,,7.637604166666667,33.6040625,7.4682916666666666,34.18091666666667,,,5.790375,34.28758333333334,,
1991-12-11 00:00:00,,,7.641666666666666,33.5944375,7.505895833333333,34.21577083333333,,,5.768833333333333,34.293145833333334,,
1991-12-12 00:00:00,,,7.501145833333333,33.666374999999995,7.4135625,34.216437500000005,,,5.686083333333333,34.29689583333334,,
1991-12-13 00:00:00,,,7.429083333333334,33.61416666666667,7.393720930232557,34.202209302325585,,,5.630916666666667,34.30225,,
1991-12-14 00:00:00,,,7.4787291666666675,33.60610416666666,,,,,5.662291666666666,34.29785416666667,,
1991-12-15 00:00:00,,,7.560541666666666,33.65929166666667,,,,,5.69725,34.29477083333334,,
1991-12-16 00:00:00,,,7.551166666666667,33.67416666666667,,,,,5.724479166666666,34.2915625,,
1991-12-17 00:00:00,,,7.347291666666666,33.60208333333333,,,,,5.771208333333334,34.29277083333333,,
1991-12-18 00:00:00,,,7.09975,33.537729166666665,,,,,5.852395833333333,34.290395833333335,,
1991-12-19 00:00:00,,,7.492625,33.5430625,,,,,5.960291666666666,34.29204166666667,,
1991-12-20 00:00:00,,,7.874229166666667,33.649458333333335,,,,,6.053875000000001,34.294000000000004,,
1991-12-21 00:00:00,,,7.7364375,33.50954166666667,,,,,5.970604166666667,34.29666666666667,,
1991-12-22 00:00:00,,,7.702770833333332,33.49945833333334,,,,,5.8105625000000005,34.311687500000005,,
1991-12-23 00:00:00,,,7.705500000000001,33.572270833333334,,,,,5.900312499999999,34.304249999999996,,
1991-12-24 00:00:00,,,7.7601249999999995,33.636041666666664,,,,,5.890604166666667,34.307916666666664,,
1991-12-25 00:00:00,,,7.754979166666668,33.5929375,,,,,5.810083333333334,34.31383333333333,,
1991-12-26 00:00:00,,,7.698,33.51235416666667,,,,,5.792791666666666,34.3173125,,
1991-12-27 00:00:00,,,7.650125,33.40889583333333,,,,,5.809166666666667,34.30839583333333,,
1991-12-28 00:00:00,,,7.714604166666667,33.429458333333336,,,,,5.949541666666666,34.3068125,,
1991-12-29 00:00:00,,,7.718020833333334,33.477020833333334,,,,,6.0211250000000005,34.300916666666666,,
1991-12-30 00:00:00,,,7.8520416666666675,33.626625,,,,,6.132958333333334,34.29304166666666,,
1991-12-31 00:00:00,,,7.4075625,33.593250000000005,,,,,6.234729166666667,34.288041666666665,,
1992-01-01 00:00:00,,,7.547395833333333,33.68116666666666,,,,,6.1222916666666665,34.29820833333333,,
1992-01-02 00:00:00,,,7.3855,33.40802083333333,,,,,6.391249999999999,34.27970833333333,,
1992-01-03 00:00:00,,,7.5317291666666675,33.25964583333334,,,,,6.562104166666667,34.2575,,
1992-01-04 00:00:00,,,7.5956875,33.426770833333336,,,,,6.191604166666667,34.2885,,
1992-01-05 00:00:00,,,7.590812499999999,33.36058333333334,,,,,6.207625,34.29639583333333,,
1992-01-06 00:00:00,,,7.614395833333333,33.31410416666667,,,,,6.142125,34.295875,,
1992-01-07 00:00:00,,,7.5705625,33.266666666666666,,,,,5.941604166666667,34.29272916666667,,
1992-01-08 00:00:00,,,7.624250000000001,33.24583333333333,,,,,5.998625,34.29652083333333,,
1992-01-09 00:00:00,,,7.649708333333334,33.151500000000006,,,,,6.0548125,34.29804166666667,,
1992-01-10 00:00:00,,,7.734958333333334,33.1835,,,,,6.149458333333333,34.293,,
1992-01-11 00:00:00,,,8.348354166666665,33.397999999999996,,,,,6.309666666666666,34.28172916666667,,
1992-01-12 00:00:00,,,8.431312499999999,33.47416666666667,,,,,6.3866249999999996,34.28427083333333,,
1992-01-13 00:00:00,,,8.061124999999999,33.432208333333335,,,,,6.2315,34.28135416666667,,
1992-01-14 00:00:00,,,8.2390625,33.370895833333336,,,,,6.1401458333333325,34.29020833333333,,
1992-01-15 00:00:00,,,8.383416666666667,33.37145833333333,,,,,5.9369375,34.29847916666667,,
1992-01-16 00:00:00,,,8.180770833333334,33.30233333333333,,,,,5.8877291666666665,34.30883333333333,,
1992-01-17 00:00:00,,,8.300041666666667,33.35808333333333,,,,,5.838666666666666,34.3143125,,
1992-01-18 00:00:00,,,8.2571875,33.25491666666667,,,,,5.857770833333333,34.31197916666667,,
1992-01-19 00:00:00,,,8.055,33.179624999999994,,,,,5.8404375,34.31152083333333,,
1992-01-20 00:00:00,,,8.049854166666666,33.13672916666666,,,,,5.835333333333334,34.310520833333335,,
1992-01-21 00:00:00,,,8.1791875,33.24154166666667,,,,,5.873770833333334,34.307874999999996,,
1992-01-22 00:00:00,,,8.256729166666666,33.285125,,,,,5.893291666666667,34.297291666666666,,
1992-01-23 00:00:00,,,8.111791666666667,33.30839583333333,,,,,5.957520833333334,34.28077083333333,,
1992-01-24 00:00:00,,,7.943833333333334,33.360145833333334,,,,,6.087583333333334,34.28225,,
1992-01-25 00:00:00,,,7.9161874999999995,33.41997916666667,,,,,6.079583333333333,34.27914583333334,,
1992-01-26 00:00:00,,,8.1208125,33.48552083333333,,,,,6.105395833333334,34.28429166666667,,
1992-01-27 00:00:00,,,7.957958333333333,33.46785416666666,,,,,6.281416666666668,34.27110416666667,,
1992-01-28 00:00:00,,,8.152042553191487,33.421765957446816,,,,,5.874,34.298562499999996,,
1992-01-29 00:00:00,,,8.065323529411765,33.51694117647059,,,,,6.112000000000001,34.28958333333333,,
1992-01-30 00:00:00,,,8.178142857142856,33.43266666666667,,,,,6.2613125,34.28402083333333,,
1992-01-31 00:00:00,,,8.415641025641024,33.44941025641026,,,,,6.1063125000000005,34.28633333333333,,
1992-02-01 00:00:00,,,8.646166666666668,33.23304166666667,,,,,6.261937499999999,34.26345833333333,,
1992-02-02 00:00:00,,,8.988541666666666,33.178583333333336,,,,,6.104520833333333,34.26508333333333,,
